Date,ASHR,FXI,KWEB,MCHI,SPY
2018-08-23,22.305940628051758,35.5673942565918,42.9719123840332,52.76864242553711,255.1285400390625
2018-08-24,22.902111053466797,36.09268569946289,43.4579963684082,53.56498718261719,256.66400146484375
2018-08-27,23.38821792602539,36.72813034057617,44.80540466308594,54.641357421875,258.6904602050781
2018-08-28,23.232297897338867,36.55020523071289,44.34489440917969,54.317569732666016,258.8155517578125
2018-08-29,23.186439514160156,36.90604782104492,44.45576095581055,54.79888153076172,260.2080383300781
2018-08-30,22.507722854614258,35.83851623535156,42.83546447753906,53.03992462158203,259.1547546386719
2018-08-31,22.691158294677734,35.914772033691406,43.227745056152344,53.1536979675293,259.16357421875
2018-09-04,22.773706436157227,35.66059875488281,42.40053939819336,52.49736022949219,258.7172546386719
2018-09-05,22.342628479003906,34.98279571533203,40.71202850341797,51.10594940185547,258.0209655761719
2018-09-06,22.315113067626953,35.059043884277344,40.72055435180664,50.92218017578125,257.244384765625
2018-09-07,22.05830192565918,34.66084671020508,40.54999542236328,50.64214324951172,256.7443542480469
2018-09-10,21.85651969909668,34.33888626098633,39.25375747680664,49.77579116821289,257.1907043457031
2018-09-11,21.60887908935547,34.22026824951172,39.45842742919922,49.705787658691406,258.0388488769531
2018-09-12,22.0858154296875,34.52528381347656,40.05537796020508,50.09083557128906,258.10125732421875
2018-09-13,22.2233943939209,35.3132209777832,41.59892272949219,51.377235412597656,259.6278076171875
2018-09-14,21.77397346496582,34.93196105957031,40.94227981567383,50.90467834472656,259.6725158691406
2018-09-17,21.709768295288086,34.80487823486328,39.978633880615234,50.23085021972656,258.2976379394531
2018-09-18,22.315113067626953,35.42336654663086,40.2856330871582,50.799659729003906,259.6992492675781
2018-09-19,22.681987762451172,36.04185485839844,41.59892272949219,51.989803314208984,259.9759826660156
2018-09-20,22.75535774230957,36.253662109375,42.19587326049805,52.558624267578125,262.0827941894531
2018-09-21,23.204782485961914,36.53325271606445,42.39201354980469,53.03992462158203,261.8434143066406
2018-09-24,22.920454025268555,36.12657165527344,41.36867141723633,52.226078033447266,260.9735412597656
2018-09-25,22.9663143157959,36.2960319519043,41.69273376464844,52.42735290527344,260.73138427734375
2018-09-26,23.28732681274414,36.45700454711914,42.17881393432617,52.70737838745117,259.95123291015625
2018-09-27,23.076374053955078,36.465476989746094,42.02531814575195,52.73363494873047,260.6775817871094
2018-09-28,23.250640869140625,36.27908706665039,41.63303756713867,52.409847259521484,260.7044677734375
2018-10-01,23.29650115966797,36.44853210449219,41.52217483520508,52.41860580444336,261.6101989746094
2018-10-02,22.819562911987305,35.5673942565918,40.2856330871582,51.19346618652344,261.4577331542969
2018-10-03,22.718673706054688,35.36405563354492,40.60968780517578,50.96593475341797,261.60125732421875
2018-10-04,22.168363571166992,34.4998664855957,38.844425201416016,49.62702941894531,259.55657958984375
2018-10-05,22.507722854614258,34.64389419555664,38.33275604248047,49.55702209472656,258.10394287109375
2018-10-08,22.067472457885742,34.38972473144531,38.05986785888672,48.944454193115234,258.10394287109375
2018-10-09,21.994096755981445,34.330413818359375,37.43732833862305,48.43688201904297,257.7271728515625
2018-10-10,21.517160415649414,33.406917572021484,35.93642044067383,46.78295135498047,249.56680297851562
2018-10-11,21.214488983154297,33.110389709472656,35.96200180053711,46.599178314208984,244.06967163085938
2018-10-12,21.489646911621094,33.96609878540039,37.69316101074219,48.191856384277344,247.45944213867188
2018-10-15,21.10442543029785,33.474693298339844,36.84037399291992,47.273006439208984,246.06942749023438
2018-10-16,21.223661422729492,34.09318923950195,37.5993537902832,48.2443733215332,251.45004272460938
2018-10-17,20.810930252075195,33.67803192138672,36.661293029785156,47.65804672241211,251.49481201171875
2018-10-18,20.196414947509766,32.73759078979492,35.28831100463867,46.1878776550293,247.8629608154297
2018-10-19,20.966848373413086,33.44927215576172,35.27124786376953,46.8617057800293,247.72840881347656
2018-10-22,21.939067840576172,34.34736251831055,36.635704040527344,48.35812759399414,246.6164093017578
2018-10-23,21.489646911621094,33.79665756225586,35.68058395385742,47.46552276611328,245.3609619140625
